Fecha de Creación,País,Estado,Ciudad
2025-11-10,Estados Unidos,Wisconsin,Sheboygan
2025-11-10,Estados Unidos,Texas,Fort Worth
2025-11-11,Estados Unidos,Utah,Layton
2025-11-11,Estados Unidos,California,Bloomington
2025-11-11,Estados Unidos,California,Santa Ana
2025-11-11,Estados Unidos,Maryland,Laurel
2025-11-11,Estados Unidos,Illinois,Addison
2025-11-11,Estados Unidos,Illinois,Addison
2025-11-15,Estados Unidos,Kentucky,Paducah
2025-11-19,Estados Unidos,Nueva York,Bronx
2025-11-20,Estados Unidos,Pensilvania,Hazleton
2025-11-20,Estados Unidos,California,Arleta
2025-11-20,Estados Unidos,Washington,Seattle
2025-11-26,Estados Unidos,Nueva York,Bronx
2025-11-24,Estados Unidos,Nueva York,Brooklyn
2025-11-21,Estados Unidos,Nueva Jersey,Bloomfield
2025-11-28,Estados Unidos,Georgia,Mc Donough
2025-12-01,Estados Unidos,Virginia,Richmond
2025-12-02,Estados Unidos,California,Tustin
2025-12-02,Estados Unidos,California,Los Angeles
2025-12-10,Estados Unidos,Texas,Elmendorf
2025-12-10,Estados Unidos,Alabama,Pelham
2025-12-08,Estados Unidos,Missouri,Columbia
2025-12-05,Estados Unidos,Illinois,Bolingbrook
2025-12-15,Estados Unidos,Georgia,Atlanta
2025-12-15,Estados Unidos,Wyoming,Gillette
2025-12-15,Estados Unidos,California,Buena Park
2025-12-18,Mexico,Jalisco,Degollado
2025-12-17,Estados Unidos,California,Union City
2025-12-17,Estados Unidos,Washington,Burien
2025-12-17,Estados Unidos,Texas,Rockwall
2025-12-18,Estados Unidos,Texas,Houston
2025-12-19,Estados Unidos,Colorado,Greeley
2025-12-19,Estados Unidos,California,Escondido
2025-12-22,Estados Unidos,Illinois,Elgin
2025-12-23,Estados Unidos,Nebraska,Bellevue
2025-12-29,Estados Unidos,Washington,Seattle
2026-01-07,Mexico,Estado de Mexico,Tequixquiac
2026-01-07,Mexico,Guanajuato,Leon
2026-01-05,Mexico,Nuevo Leon,Guadalupe
2026-01-07,Mexico,Ciudad de Mexico,Azcapotzalco
2026-01-09,Estados Unidos,Illinois,Skokie
2026-01-09,Mexico,Hidalgo,Tizayuca
2026-01-13,Mexico,Baja California,Tijuana
2026-01-14,Mexico,Estado de Mexico,Valle De Bravo
2026-01-12,Mexico,Jalisco,Zapopan
2026-01-14,Mexico,Michoacan de Ocampo,Morelia
2026-01-14,Mexico,Sinaloa,Culiacan
2026-01-08,Mexico,Guerrero,Iguala De La Independencia
2026-01-13,Mexico,Chihuahua,Chihuahua
2026-01-13,Mexico,Veracruz de Ignacio de la Llave,Amatlan De Los Reyes
2026-01-19,Estados Unidos,Kentucky,Florence
2026-01-22,Estados Unidos,Montana,Great Falls
2026-02-03,Mexico,Baja California,Tijuana
2026-01-28,Mexico,Nuevo Leon,Guadalupe
2026-01-23,Estados Unidos,Maryland,New Carrollton
2026-01-26,Mexico,Colima,Manzanillo
2026-01-23,Mexico,Jalisco,Poncitlan
2026-01-27,Mexico,Baja California,Playas De Rosarito
2026-01-27,Mexico,Baja California,Tijuana
2026-01-20,Mexico,Estado de Mexico,Valle De Chalco Solidaridad
2026-01-20,Mexico,San Luis Potosi,San Luis Potosi
2026-01-21,Mexico,Colima,Manzanillo
2026-01-21,Mexico,Yucatan,Merida
2026-01-21,Mexico,Nuevo Leon,Guadalupe
2026-01-20,Mexico,Chiapas,Comitan De Dominguez
2026-01-20,Mexico,Estado de Mexico,Ecatepec De Morelos
2026-01-19,Mexico,Tamaulipas,Matamoros
2026-01-19,Mexico,Guanajuato,Celaya
2026-01-19,Mexico,Nuevo Leon,Monterrey
2026-01-27,Mexico,Puebla,Puebla
2026-02-03,Mexico,Jalisco,Zapopan
2026-01-30,Mexico,Nayarit,Tepic
2026-01-30,Mexico,Veracruz de Ignacio de la Llave,Boca Del Rio
2026-01-30,Mexico,Veracruz de Ignacio de la Llave,Amatlan De Los Reyes
2026-01-30,Mexico,Hidalgo,Tula De Allende
2026-01-23,Mexico,Tamaulipas,Tampico
2026-01-23,Mexico,Hidalgo,Pachuca De Soto
2026-01-28,Mexico,Ciudad de Mexico,Venustiano Carranza
2026-01-23,Mexico,Ciudad de Mexico,Benito Juarez
2026-01-26,Mexico,Ciudad de Mexico,Xochimilco
2026-01-19,Mexico,Guerrero,Acapulco De Juarez
2026-01-26,Mexico,Guanajuato,Celaya
2026-01-26,Mexico,Tamaulipas,Altamira
2026-03-09,Mexico,Baja California,Tijuana
2026-03-09,Estados Unidos,Minnesota,Oakdale
2026-03-09,Estados Unidos,Texas,Houston
2026-02-04,Estados Unidos,California,South San Francisco
2026-02-17,Estados Unidos,Texas,Spring
2026-02-20,Estados Unidos,Nebraska,Bloomfield
2026-02-27,Estados Unidos,California,San Jose
2026-02-25,Mexico,Baja California,Tijuana
2026-02-25,Mexico,Michoacan de Ocampo,Hidalgo
2026-02-25,Mexico,Estado de Mexico,Villa Guerrero
2026-02-25,Mexico,Michoacan de Ocampo,Marcos Castellanos
2026-02-09,Mexico,Baja California,Tijuana
2026-02-18,Mexico,Puebla,Puebla
2026-02-28,Mexico,Coahuila De Zaragoza,Muzquiz
2026-02-16,Mexico,Guanajuato,Leon
2026-02-16,Mexico,Tlaxcala,Calpulalpan
2026-02-09,Mexico,Sinaloa,Mazatlan
2026-02-09,Mexico,Baja California,Ensenada
2026-02-17,Mexico,Jalisco,Tecalitlan
2026-03-09,Mexico,Michoacan de Ocampo,Hidalgo
2026-03-02,Mexico,Estado de Mexico,Atenco
2026-03-05,Mexico,Sonora,Nogales
2026-02-04,Mexico,Baja California,Tijuana
2026-02-04,Mexico,Baja California,Tijuana
2026-02-04,Mexico,Baja California,Tijuana
2026-02-04,Mexico,Guanajuato,Irapuato
2026-02-05,Mexico,Jalisco,Zapopan
2026-02-05,Mexico,Morelos,Cuernavaca
2026-02-05,Mexico,Chiapas,Tuxtla Gutierrez
2026-02-05,Mexico,Estado de Mexico,Tlalnepantla De Baz
2026-03-05,Mexico,Chihuahua,Chihuahua
2026-02-04,Mexico,Guanajuato,Leon
2026-02-17,Mexico,Guerrero,Chilpancingo De Los Bravo
2026-02-17,Mexico,Hidalgo,Tulancingo De Bravo
2026-02-17,Mexico,Nayarit,Tepic
2026-02-13,Mexico,Jalisco,Zapopan
2026-02-13,Mexico,Veracruz de Ignacio de la Llave,Cordoba
2026-02-13,Mexico,Estado de Mexico,Nezahualcoyotl
2026-02-16,Mexico,Coahuila De Zaragoza,Monclova
2026-02-16,Mexico,San Luis Potosi,Soledad De Graciano Sanchez
2026-02-16,Mexico,Ciudad de Mexico,Iztapalapa
2026-02-16,Mexico,Chihuahua,Chihuahua
2026-02-16,Mexico,Tamaulipas,El Mante
2026-02-17,Mexico,Coahuila De Zaragoza,Saltillo
2026-02-19,Mexico,Ciudad de Mexico,Miguel Hidalgo
2026-02-09,Mexico,Chihuahua,Cuauhtemoc
2026-02-26,Mexico,Jalisco,Zapopan
2026-02-26,Mexico,Chiapas,Tuxtla Gutierrez
2026-02-27,Mexico,Estado de Mexico,Atizapan De Zaragoza
2026-02-27,Mexico,Jalisco,Tlaquepaque
2026-02-27,Mexico,Nuevo Leon,Monterrey
2026-02-25,Mexico,Estado de Mexico,Tlalnepantla De Baz
2026-02-28,Mexico,Jalisco,Zapopan
2026-02-25,Mexico,Puebla,Puebla
2026-02-25,Mexico,Nuevo Leon,Guadalupe
2026-03-09,Mexico,Guanajuato,Acambaro
2026-03-11,Mexico,Puebla,Puebla
2026-03-11,Mexico,Nuevo Leon,San Pedro Garza Garcia
2026-03-12,Mexico,Sonora,Guaymas
